year,competition_id,url,http_status,competition_name,start_date,end_date,location,fetched_at_utc,probe_error,officials_analysis_competition_type_id,season_year
2024,35479,https://ijs.usfigureskating.org/leaderboard/results/2024/35479/index.asp,200,2024 National Showcase,8/6/24,8/10/24,"Orange Rink, Black Rink, San Jose, CA",2026-05-18T22:28:47+00:00,,11,2425
2024,34432,https://ijs.usfigureskating.org/leaderboard/results/2024/34432/index.asp,200,Copper Cup 2024,8/7/24,8/11/24,"South Davis Recreation Center, Bountiful, UT",2026-05-18T22:26:58+00:00,,11,2425
2024,34084,https://ijs.usfigureskating.org/leaderboard/results/2024/34084/index.asp,200,2024 Copper Cup Dance,8/8/24,8/10/24,"West Rink - Events 101-121, East Rink - Events 201-222, Salt Lake City, UT",2026-05-18T22:26:02+00:00,,11,2425
2024,34408,https://ijs.usfigureskating.org/leaderboard/results/2024/34408/index.asp,200,The Hershey Open & Neal Wood Memorial Open,8/8/24,8/9/24,"Hersheypark Arena, Hershey, PA",2026-05-18T22:26:52+00:00,,11,2425
2024,35483,https://ijs.usfigureskating.org/leaderboard/results/2024/35483/index.asp,200,Top of the World Skate 2024,8/9/24,8/10/24,"Kelly Connect Sports Complex, Anchorage, Alaska",2026-05-18T22:28:48+00:00,,11,2425
2024,34445,https://ijs.usfigureskating.org/leaderboard/results/2024/34445/index.asp,200,2024 Orange County Open Championships,8/10/24,8/11/24,"Lake Forest Ice Palace, Lake Forest, CA",2026-05-18T22:27:01+00:00,,11,2425
2024,34392,https://ijs.usfigureskating.org/leaderboard/results/2024/34392/index.asp,200,2024 Cup of Colorado,8/15/24,8/18/24,"Rink 1, Rink 2, Highlands Ranch, CO",2026-05-18T22:26:47+00:00,,11,2425
2024,33432,https://ijs.usfigureskating.org/leaderboard/results/2024/33432/index.asp,200,Skate Chautauqua 2024,8/16/24,8/18/24,"Northwest Arena, Jamestown, NY",2026-05-18T22:24:15+00:00,,11,2425
2024,34450,https://ijs.usfigureskating.org/leaderboard/results/2024/34450/index.asp,200,2024 Potomac Open Nonqualifying,8/16/24,8/18/24,"East Rink, West Rink, Ashburn, VA",2026-05-18T22:27:05+00:00,,11,2425
2024,34255,https://ijs.usfigureskating.org/leaderboard/results/2024/34255/index.asp,200,Apple Ice Classic 2024,8/17/24,8/18/24,"Town Toyota Center, Wenatchee, WA",2026-05-18T22:26:27+00:00,,11,2425
